"msg_code","vendor_msg_class","vendor_text_msg","vendor_text_msg_description","vendor_severity"
"60107","System-Management","Application upgrade failed","Application upgrade failed.","Error"
"60108","System-Management","Application patch started","Application patch started.","Info"
"60109","System-Management","Application patch remove has started","Application patch remove has started.","Info"
"60111","System-Management","Application patch remove has completed successfully","Application patch remove has completed successfully.","Info"
"60112","System-Management","Application patch remove has failed","Application patch remove has failed.","Error"
"60113","Startup-Shutdown","ISE server reload has been initiated","ISE server reload has been initiated.","Warn"
"60114","Startup-Shutdown","ISE server shutdown has been initiated","ISE server shutdown has been initiated.","Warn"
"60115","System-Management","ADEOS CLI user has logged in","ADEOS CLI user has logged in.","Info"
"60116","System-Management","ADEOS CLI user has logged out","ADEOS CLI user has logged out.","Info"
"60117","System-Management","ADEOS CLI user has been force logged out","ADEOS CLI user has been force logged out.","Info"
"60118","System-Management","ADEOS CLI user has used delete CLI to delete file","ADEOS CLI user has used delete CLI to delete file.","Info"
"60119","System-Management","ADEOS CLI user has used copy CLI to copy file","ADEOS CLI user has used copy CLI to copy file.","Info"
"60120","System-Management","ADEOS CLI user has used mkdir CLI to create a directory","ADEOS CLI user has used mkdir CLI to create a directory.","Info"
"60121","System-Management","ADEOS CLI user has copied out running system configuration","ADEOS CLI user has copied out running system configuration.","Info"
"60122","System-Management","ADEOS CLI user has copied in system configuration","ADEOS CLI user has copied in system configuration.","Info"
"60123","System-Management","ADEOS CLI user has saved running system configuration","ADEOS CLI user has saved running system configuration.","Info"
"60124","System-Management","ADEOS CLI user failed to login because password has expired","ADEOS CLI user failed to login because password has expired.","Warn"
"60125","Administrator-Login","A malformed SSH requested has been detected","A malformed SSH requested has been detected.","Info"
"60126","System-Management","Application patch installation failed","Application patch installation failed.","Error"
"60127","System-Management","Maximum number of concurrent CLI sessions has been reached","Maximum number of concurrent CLI sessions has been reached.","Error"
"60128","System-Management","Failure occurred trying to copy file in from ADEOS CLI","Failure occurred trying to copy file in from ADEOS CLI.","Error"
"60129","System-Management","Failure occurred trying to copy file out from ADEOS CLI","Failure occurred trying to copy file out from ADEOS CLI.","Error"
"60130","System-Management","ISE Scheduled Backup has been configured","ISE Scheduled Backup has been configured.","Info"
"60131","System-Management","ISE Support bundle has been created from web UI","ISE Support bundle has been created from web UI.","Info"
"60132","System-Management","ISE Support bundle has been deleted from web UI","ISE Support bundle has been deleted from web UI.","Info"
"60133","System-Management","ISE Support bundle generation from web UI has failed","ISE Support bundle generation from web UI has failed.","Error"
"60134","System-Management","DNS Resolution failure","DNS Resolution failure on node.","Fatal"
"60150","Replication","Slow Replication","Replication is slow.","Info"
"60151","Replication","Slow Replication","Replication is slow.","Warn"
"60152","Replication","Slow Replication","Replication is slow.","Error"
"60153","System-Management","Certificate has been exported","Certificate has been exported.","Info"
